ID,ProjectID,Visible By,Contract,Title,Client Ministry,Impact On,RAID Tracking ID,Status,Owner,Category,Description,Probability number,Probability,Impact,Impact On.1,Mitigation Plan,Assigned To,Raised By,Created,Created By,Modified,Modified By,ProjectName,Stream,Zone,Escalation Level,owning team,committee Assigned
15,EP100086,GMCB,LMRN,Single Site Park Design may not be accepted ,GMCB,Scheduling,PWA,Closed,"Watts, Andrew (SOLGEN)",Technical,Single Site Parks design are currently being developed. Some demos to test/ demonstrate are being organized to that are essential for finalizing the design. The proposed design will go through apporavl process with all the stake holders. Expected target for begining of deployemnt of parks is fall of 2021.,Low=1,Low=1,Medium=2,Scheduling,"2022/03/24 - Functional validation of Ontario Parks single-site solution conducted at GDC on June 17 2021. Formal acceptance provided by LRC/MECP on August 10, 2021. This items i being closed. 2021/09/16 - Reassigned to Aziz Farah for update and next steps in broader cntext of Parks Design   2021/09/08 - Agreement in principle with LRC/MECP on P25 Conventional Solution. Pending capacity/ backhaul analysis discussion. TR Stream working on a Capacity Presentation ot the decison makers. 2021/02/25 - Soluton Options being presented to Client for acceptance. Demo completed.","Farah, Aziz (SOLGEN)",WS-5 TR,1/20/2021 15:44,"Nandy, Arnab (SOLGEN)",3/24/2022 10:47,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
16,EP100086,GMCB,LMRN,MOH Conventional Design ,GMCB,Fleet Mapping,PWA,Closed,"Watts, Andrew (SOLGEN)",Schedule,"No sign-off from MOH business for Coventional system design.    PCR 129 /RFC59 has been created based on estimates from the MOH technical team only.  Item to be framed as a risk, then reassigned to MOH team.",0.3,Low=1,Medium=2,Fleet Mapping,2021/09/07 - Awating MOH direction on PCOM Voting groups finalization  Escalation for formal signoff from MOH asap.,"Beyer, Corinna (SOLGEN)",WS-5 TR,2/9/2021 11:09,"Nandy, Arnab (SOLGEN)",3/19/2022 11:06,"Shydlowsky, John (TBS)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
17,EP100086,GMCB,LMRN,OPP SU Home Button programming may change for final state of LMRN ,GMCB,Fleet Mapping,PWA,Closed,"Watts, Andrew (SOLGEN)",Planning,"PCR 129/RFC 59 has updated the conventional network design for SIM11 and PCOM voting groups, and will be intially analog,  that will be updated to P25 digital in the final state. The sites listed in Voting Groups are subject to change considering potential changes to the Trunked Network sites that may occur during the Trunked Network final site evaluation and approval process.  There may also be minor changes to the voting groups initiated by the Client Ministries pending final agreement with their business partners. Home Button programming for OPP UE programming will be affected.",0.3,Low=1,High=3,Fleet Mapping,"2021/09/08- The risk is transpired in to a ISSUE. The ISSUE will be tracked . Once everyone has transitioned, a reprogramming of SUs are necessary. The RISK is being CLOSED.  One possible option is to affect the changes in future through differential OTAP in order to mimimize impact of reprogramming UE.","Nicholas, David (SOLGEN)",TR,2/18/2021 15:29,"Nandy, Arnab (SOLGEN)",9/9/2021 15:10,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 3,Build/Network,Delivery Team- Network Build
18,EP100086,GMCB,LMRN,Orillia GHQ Site Design is not completed ,GMCB,Fleet Mapping,PWA,Closed,"Watts, Andrew (SOLGEN)",Schedule,"TR cannot finalize design based on antenna locations, etc. due to delay in PCR, and pending resolution of iterference issues  The delay impacts AD and training capabilites for OPP.",0.3,Low=1,Medium=2,Fleet Mapping,"2021/08/26 - Closed. Bell has deployed the system and commissioning of the site is complete. 2021/05/20 - Bell has agreed to accomodate TSA and equipment orders without signed PCR due AD schedule urgency. Work in porgress.  2021/04/22- Bell to present solution to OPP Apr 29 2021/04/15 - Bell has proposed alternate solution options, GMCB to present options to OPP. 2021/04/09 - Bell to propose alternate options for sourcing of equipment / hardware to mitigate delays for the captive sites  2021/03/25 - Work in progress.  Continues to be a high risk in the overall Encryption implementation project.","Dumanli, Hakan (SOLGEN)",,3/3/2021 16:19,"Nandy, Arnab (SOLGEN)",8/26/2021 9:21,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
19,EP100086,GMCB,LMRN,"Delay in availability of ""minimum viable product"" for KMF implementation for AD",GMCB,Fleet Mapping,PWA,Closed,"Watts, Andrew (SOLGEN)",Planning,"Various inputs are required to complete KMF design, followed by implementation in order to support AD. These include Mininstry Partners inputs / signoffs on Security Policy as well as various inputs for ongoing PCR/ RFCs, including ROM pricing,  delay is captive site implementation at Orillia, etc. Accordingly there is an overall risk of a KMF - Minimum Viable Product (MVP) not available to support AD. Delay of an MVP may result in reprogramming of SUs after the intial AD thus creating a substatial all-around impact to the program.   2021/04/22- Bell is requesting KMF Client availability at Bellfield (initaly raised on Mar 24, 2021). Long cycle times for connectivity provisoning adding risk to AD timelines. Bell should be aware that their request is not aligned to the KMF policy and poses a risk of further delays due to OPP apporval requied.",0.5,Medium=2,Low=1,Fleet Mapping,"2021/07/22- The risk has been mitigated as there is an interim plan in place for KMF for AD. 2021/06/03 - KMF updated design doc expeted gtom Bell on June 7 2021/05/27 - Awaiting Bell RFC response (Change proposal). Logical design is currently being worked out.  2021/05/20 - KMF server has been moved to GHQ and  re-build completed along with re-configuration for OPP code plugh validation during the week of May 17 2021/04/22- KMF related RFCs change proposals are yet to be submitted by Bell. GMCB prioritized review of KMF Design document and provided feedback to Bell during the week of Apr 12.   Awaitng Bell update for 2nd round review. 2021/04/09- Bell has provided a premiliminary design document. GMCB to review. 2021/03/25 - ROM pricing received. GMCB is seeking clarification from Bell to obtain meaningful information for decision making. KMF Design deliverable is past-due per Bell DG2-IPP.  2021/03/10 : Risk ID# 8 (KMF Design) has been incorporated within this risk.  Escalated for holistic resolution to make Encryption MVP happen (Pending ROM estimates, RFC approval, KMF Design, IPP for Encryption/ KMF desin and implementation, Captive Site required at Orillia for AD implenetation)","Vertefeuille, Stephane (SOLGEN)",Arnab Nandy on behalf of TR,3/4/2021 11:56,"Nandy, Arnab (SOLGEN)",7/22/2021 8:59,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
20,EP100086,GMCB,LMRN,Lack of clarity of capabilty and imitations of Data Services on LMRN,GMCB,Ministry Partners,PWA,Closed,"Watts, Andrew (SOLGEN)",Planning,GMCB is working with Bell (and Motorola) to establish capabilities and limitations of Data Services on LMRN.   Bell is being tasked to present data services offering on LMRN  to the Cleint Minisitires to help them determine the data services that can be deployed for them. The presentation will include a holistic picture of data services on LMRN including services through DVRs.  Various restrictions brought to light recently poses risks to being able to fulfill various Client Ministry expectations.,0.4,Medium=2,Low=1,Ministry Partners,"2022/03/22 - This Risk is being closed as it will continue to be monitored as an Issue untill a resolution a obtained. 2021/09/07 - Ongoing discussions with Bell and Ministry Partners. OPP plans to install vehicles in Nov 2021, impacts schedule. Being escalated to Level 1.    2021/05/27 - Bell presentation/ discussion with GMCB completed on May 20 and May 21. The next step is to refine presentation material fo Client Ministries for a holistic undersatnding of data services and impacts on capacity for informed decisoin making. 2021/05/12 - Bell to present to GMCB on May 20 2021/04/22- Awaiting Bell inputs on prioritized Location Services presentation that affects SU code plug development currently in works  2021/04/09- Based on Bell resources unvailabiliy for various workshops requested, GMCB provided guidance of a prioritized list / timelines in accordace to dependency of AD schedules. Bell inputs essential for development of a deata management strategy. 2021/03/25 - GMCB will work with Bell to gather specifics to develop a data management strategy. The uses case will then tested / demo-ed with GMCB and Bell prior to demo /decison by Client Ministries.","Siddiqui, Mahmood (SOLGEN)",Arnab Nandy ,3/25/2021 20:15,"Nandy, Arnab (SOLGEN)",2/7/2023 15:47,"Siddiqui, Mahmood (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 1,Build/Network,Delivery Team- Network Build
21,EP100086,GMCB,LMRN,RF Design with multiple BAS for Comm Centre (MOH) is not finalized,GMCB,Site Design,PWA,Open,"Watts, Andrew (SOLGEN)",Requirements,Design for MOH Comm Centres with multiple (B)BAS is not finalized. MOH Inputs required for decisons to finalize design,0.4,Medium=2,Medium=2,Site Design,2021/09/07 - Ongoing discussions with the Ministries  2021/05/12- Discussions of open items at a collab session with Bell on May 7. Futher discussions will be scheduled if required.  2021/05/07 - A corresponsing issue is being created as the risk has has been realized.  Prioritize with MOH for inputs required to finalize design,"Siddiqui, Mahmood (SOLGEN)",Arnab Nandy on behalf of Mahmood Siddiqui,4/15/2021 11:49,"Nandy, Arnab (SOLGEN)",9/7/2021 10:27,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
22,EP100086,GMCB,LMRN,Decision for Provisoning Manager vs. CAM for Console aliasing management ,GMCB,Planning,PWA,Closed,"Watts, Andrew (SOLGEN)",Planning,"Client Ministries, with the exception of MOH and LRC has expressed a desire to use PM instead of CAM for managing Console Aliasing. A decision for path forward with PM is expected impact AD timelines. Ministry Partners will likely require active support and education to help make informed decison. Operations personnel will need to undergo training, etc. in preparation for various tasks including AD related activities.",0.3,Low=1,Low=1,Planning,"2021/06/02 - All Client Ministries have decided to go ahead with PM Aliasing solution. A PCR to be submitted.  2021/05/27 - Presnetation and live demo with Client Ministries completed on May 20. A decision for an aliasing solution from Ministries have been requested with a deadline of May 27. 2021/05/18 - Dry run completed. Ministry demo on May 20. 2021/05/12 - Dry run with GMCB scheduled for May 18, Session with Client Ministries scheduled for May 20 2021/04/22- Being explored. However, a quick turnaround with decison making will help get started with the alternative course of action, a decison is made for PM as the chosen path.","Siddiqui, Mahmood (SOLGEN)",Arnab Nandy on behalf od TR,4/22/2021 15:56,"Nandy, Arnab (SOLGEN)",6/3/2021 9:35,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 1,Build/Network,Delivery Team- Network Build
23,EP100086,GMCB,LMRN,Possible inabilites discoved recently in KMF poses challenges for Encryption Management ,GMCB,Ministry Partners,PWA,Closed,"Watts, Andrew (SOLGEN)",Operational,"A new obtained information from a recent Motorola training  course, regarding KMF inabilites for CKR management, poses risk to KMF management processes being contemplated for the Ministry Partners.  Currently LMRN is being designed with a single KMF (geographically redundant configuration)    The above Inability can increase complexities of interoperability between agencies (Minstry Partners) with encrypted TGs.",0.3,Low=1,Low=1,Ministry Partners,2021/09/01 - There is clarity on the issues and it is being tracked as part of KMF managment and will be incorporated as part of KMF Operational Policy. This items is being closed.  GMCB is seeking clarification from Bell / Motorola about the newly learned information of this inability of KMF.   Mitigation options to be explored once clarification is obtained from Bell / Motorola.,"Vertefeuille, Stephane (SOLGEN)",,4/29/2021 16:44,"Nandy, Arnab (SOLGEN)",9/1/2021 10:19,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 3,Build/Network,Delivery Team- Network Build
24,EP100086,GMCB,LMRN,Inputs for Backhaul Design (specific to Parks Design),GMCB,Site Design,PWA,Closed,"Watts, Andrew (SOLGEN)",Planning,"GMCB has requested for specific deisgn related input for requirement per radio /base station to be able to confirm design/ plan for backhaul links. Bell has so far only been able to provide genric inputs, whereas precise information is required to calculate / design for backhaul provisioning.  This information is particularly important inout for Parks design.",0.3,Low=1,Medium=2,Site Design,2022/03/22 - This risk is being closed. The decison has been made to deploy Phase 1 of parks as stand-alone sites (without WAN connectivity to the core). Phase 2 will add WAN connectivity to the core.  2021/09/07 - Depenedent on the Parks Design. Decision awaited. Escalate to ensure that precise information is requore,"Nusev, Zoran (SOLGEN)",Arnab Nandy on behalf of TR,5/9/2021 20:47,"Nandy, Arnab (SOLGEN)",3/23/2022 14:36,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
25,EP100086,GMCB,LMRN,"MOH requesting additional features (Emergency Call/Revert, Hot Mic) ",GMCB,Planning,Arnab Nandy,Open,"Owen, David (SOLGEN)",Planning,?IF MOH requires additonal features related to Emergency Call / Revert and Hot Mic to be enabled THEN an analysis of network performance will need to be carried out for informed decison making for MOH and GMCB.,0.75,Medium=2,Low=1,Planning,"2-Dec-21-WW-Call scheduled for Dec 9 2021/10/18 - Pending GMCB response to MOH change request for Emergency Call.  2021/09/07 - A decision has been made in the executive level (Kellie Scott & Heather Barios) that these features are roadmap items (presented at Ministry DSC). TR Stream looking for PMO direction. 2021/08/26 - Awaiting direction from MOH  A proof of concept / trial at a CACC with all stakeholders including other ministry partners can help collect essential information that can enable informed decison making, and should be pursued.","Nandy, Arnab (SOLGEN)",,5/17/2021 7:53,"Nandy, Arnab (SOLGEN)",2/23/2023 13:54,"Atafo, Barbara (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 1,Build/Network,Delivery Team- Network Build
26,EP100086,GMCB,LMRN,Bell Resource Availability during Vacation Season - Risks to ongoing dsign activities ,GMCB,Contract Deliverable Acceptance,PWA,Closed,"Watts, Andrew (SOLGEN)",Resources,There is list of ongoing and upcoming deliverables from Bell over the next few months that are time-sensetive for adeherece to the program schedule. Our observations has been that majority of project deliverables bears dependency on few key Bell engineering resources.  Summer vacation schedules of these few key Bell resources can delay project deliverables.,0.35,Low=1,Low=1,Contract Deliverable Acceptance,"2022/03/23- The issue is being closed and will be managed as needed going forward. 2021/09/14 - Monitor the risk. Revisit in Dec holiday season.  2021/05/27 - GMCB will work with Bell closely to manage resources issues during the summer months, to ensure minimum disruption to the planned projects","Vertefeuille, Stephane (SOLGEN)",,5/27/2021 14:16,"Nandy, Arnab (SOLGEN)",3/23/2022 9:48,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 3,Build/Network,Delivery Team- Network Build
27,EP100086,GMCB,LMRN,Bell Supoprt for KMF/ Key Management during Transion ,GMCB,UE Installation,PWA,Closed,"Watts, Andrew (SOLGEN)",Operational,"Bell has agreed to provide services for key management for inital roll out of UE. However, Bell has not agreed to take on additional scope for supporting the re-provisioning of radios post initial deployment.  This poses an uncertainty for key managemnt for re-provisoniong during transition for the ""post intial deployment period"" during transiton.",0.4,Medium=2,Medium=2,UE Installation,"2021/08/18 - This RISK has transpired into an ISSUE (link to the ISSUE below) 2021/06/03 - GMCB is requesting to Bell to reconsider to support re-provisioning activities for the  ""post intial deployment period"" during transition.","Vertefeuille, Stephane (SOLGEN)",Arnab Nandy,6/3/2021 14:52,"Nandy, Arnab (SOLGEN)",8/18/2021 10:41,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 3,Build/Network,Delivery Team- Network Build
28,EP100086,GMCB,LMRN,Safety Code 6 Compliance of Vehcile UE Installs,GMCB,UE Installation,PWA,Open,"Watts, Andrew (SOLGEN)",Requirements,"Antenna locations with Moile installs in a vehicle car, marine units, motorocycles, etc.) must be comply to Safety Code 6 (SC6) in alignment with Health and  Safety requirements. Bell is responsible for UE installs in vehciles. Some install scenarios are especially at risk of not meeting SC6. E.g. a mobile antenna located inside the car for covert vehicles, Marine units. SC6 Compliance study reports of the anticipated ""worst case"" scenarios are not available to provide the confidence of meeting Health and Safety cmpliance  AD is scheduled to begin in Aug 2021 and result in rework at a future date.",0.3,Low=1,Low=1,UE Installation,"2021/08/18 - Bell has provided a report for portables that is to be reviewed by GMCB. Mobile scenarios for vehicles, marine units and motorocyles TBD for SC6 study   _____ Bell to collaboaratively decide on vehcile install scenarios with GMCB and conduct SC6 analysis / study and provide report of compliance.","Fox, Mark (SOLGEN)",Arnab NAndy on behalf of TR,7/28/2021 7:59,"Nandy, Arnab (SOLGEN)",3/19/2022 11:08,"Shydlowsky, John (TBS)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
29,EP100086,GMCB,LMRN,LMRN System Capacity   ,GMCB,Planning,PWA,Open,"Watts, Andrew (SOLGEN)",Technical,Current system limitations on the LMRN system (Motorola Astro P25 product) has created a risk of inability to scale up the system in future. (1) Site Capacity for Zone (North) is currently at 96% of total Sites aloowed (2) Channel Capacity of Zone 2 (North) is corrent at 87% of toatl available capoacity and with AFFES non-voted design will be 96% of the total available capacity. The above created a risk of very limits expansion/ scale up capbily for the system in furture.   Discussions are ongoing with Bell (suported by Motorola) and a final capacity analysis is pending.,0.6,Medium=2,Low=1,Planning,"2022/03/22 - This risk will need to be monitored / tracked till a premanent solution in terms of an additonal core is implemented (currently being planned). 2021/10/28 - AFFES has provided formal notice that Receive Voting technology will not work for their method of operations for the sustained action channels and regional channel layers. The RISK is being coverted to an ISSUE. Alternate soluton option will beed to be explored for system capacity limitation considerations.  2021/09/23 - TR requested for ROM pricing for additonal Zone Core to be able to define options. 2021/09/08 - TR is developing a presentation with solution options for decisioin makers.  2021/08/26 - Bell continues to conduct analysis based on GMCB inputs. A collaboration session sceduled for Sep 3 for next steps.  20-Aug-21-DK-TO be discussed with Kellie prior to moving forward. Corinna to add to the agenda for Tuesday. 2021/08/18 - Ongoing discussion with Bell to define solutioin options.  Option selected may have high impacts to scope, schedule and cost.  _____________ Some suggested strategies include: (1) Mitigation strategy for total site count limit :  - Move 41 Parks from North to South Zone that will impact WAN design  - Use one or more C-Subs for these Parks which could reduce total used capacity to 83%  (2) Mitigation strategy for  channel count limitation:  - Add another Zone to LMRN system - Remove BBAS from Communication Centre CCGWs - Reduces total channel count by 46 in the North Zone reducing total capacity used to 83% (SA voted) and 92% (SA non voted)","Siddiqui, Mahmood (SOLGEN)",Arnab Nandy on behalf of TR,7/28/2021 9:35,"Nandy, Arnab (SOLGEN)",3/22/2022 16:11,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 1,Build/Network,Delivery Team- Network Build
30,EP100086,GMCB,LMRN,Possible misallignment for Key-set management policy on KMF,GMCB,Ministry Partners,PWA,Closed,"Watts, Andrew (SOLGEN)",Operational,The KMF Poilcy being developed for Key Set Management assumes OPP as the KMF adminstrator and managing the key set rollover. Client Ministries who will use KMF for encryption services will need to review and agree upon the process. The review is still pending.,0.5,Medium=2,Low=1,Ministry Partners,2021/08/26 - TR prepared slide deck to provide details on the limitations at the DSC (Andrew)  2021/08/04  - Ensure alignment of Client Minstries with ket Set management process and OPP roles and theire individul roles  - GMCB to prepare a technical debrief / slides to explain in details about Independent Keyset Management for PRC and DSC for decision. - GMCB to provide the details on Aug 9 PCR regarding Bell's pending decision on the Non-OPP AD provisioning responsibilities / activities,"Dumanli, Hakan (SOLGEN)",Arnab Nandy on behalf of TR,8/3/2021 10:13,"Nandy, Arnab (SOLGEN)",3/21/2022 15:13,"Dumanli, Hakan (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 1,Build/Network,Delivery Team- Network Build
31,EP100086,GMCB,LMRN,Bell unwilling to certify SC6 compliance for UE installation,GMCB,Contract Deliverable Acceptance,PWA,Closed,"Watts, Andrew (SOLGEN)",Ministry Partner,Bell is the supplier of Molle chest holster for portbales. However Bell is unwilling to expressedly state SC6 compliance for chest holster mounted portable. OPP has expressed concern about health and safety compliance relating to SC6.,0.3,Low=1,Low=1,Contract Deliverable Acceptance,"2021/09/09- This RISK is being consolidated in ""Safety Code 6 Compliance of Vehcile UE Installs"". This RISK is being closed.   Bell must expressedly agree to SC6 compliance of the Molle chest holder mounted APX potables.","Vertefeuille, Stephane (SOLGEN)",Arnab Nandy on behalf of TR,8/30/2021 7:54,"Nandy, Arnab (SOLGEN)",9/9/2021 15:13,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 1,Build/Network,Delivery Team- Network Build
33,EP100086,GMCB,LMRN,PDR8000 Frequecy Stability Risks for Fixed Applications ,GMCB,Ministry Partners,PWA,Open,"Watts, Andrew (SOLGEN)",Operational,Bell (and Motorola) has has re-stated a concern that PDR8000 does not meet ISED regaultory requirements for fixed 700MHz base station due to frequency stability requirements. Motorola is recommending replacement of the PDR8000 with the GTR8000 as part of RFC23- PCC Change of FDVR to PDR8000.,0.25,Low=1,Low=1,Ministry Partners,"2022/03/22 - The risk will continue to be monitored / tracked given that a concern was raised by Motorola.  2022/01/27 - PDR8000 doesn't meet fixed base station frequency stability standards per ISED RSS-119. However, ISED had already approved spectrum licensing applications  for Fixed DVRS (same type certification as PDR8000) applications for OPP Beat and Detachments and some PCCs. Accordingly, its decided that GMCB will contine to use the PDR8000 product for the PCCs. As an alternative, Bell is looking in the possibility of replacing the PDR8000 with GTR8000 for the PCCs at no additonal cost to GMCB. GMCB apporves the alternate apporach as well.","Siddiqui, Mahmood (SOLGEN)",Arnab Nandy on behalf of WS-5 TR ,1/28/2022 10:00,"Nandy, Arnab (SOLGEN)",3/22/2022 16:07,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
34,EP100086,GMCB,LMRN,Encryption Training for Ministry resource and TR resources utilization,GMCB,Planning,PWA,Open,"Vertefeuille, Stephane (SOLGEN)",Resources,"TR resources are expected to intiate and enable Agency (Ministry Partner) access enablement (Admin access, etc.). Inadequaltely trained resources fromMinistry Partners will consume additonal TR resources for continued support that is likely to impact other planned TR deliverables.",0.5,Medium=2,Medium=2,Planning,#NAME?,"Dumanli, Hakan (SOLGEN)",Arnab Nandy on behalf of TR (WS-5) ,4/27/2022 15:20,"Nandy, Arnab (SOLGEN)",4/27/2022 15:20,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
35,EP100086,GMCB,LMRN,PCBA Design Finalization ,GMCB,Tower Work,PWA,Closed,"Watts, Andrew (SOLGEN)",Ministry Partner,GMCB has requested for PCBA requirements and use cases from MOH in early June 2022 to be able to finalize the PCBA design for LMRN with out success. A simplified questionnaire and a work-back schedule was created to define deadlines for key deliverabels / tasks to finalization of design.,0.5,Medium=2,Medium=2,Tower Work,2023/02/03 - MOH has decided to go ahead with an Analog Paging solution on LMRN. A project Chnage Request is being intitiated for the next steps to complete design    - Simplified questionnaire was developed to enable MOH define use cases requireemtns finalization - A work-back schedule was created to define deadlines for key deliverabels / tasks to finalization of design.,"Nandy, Arnab (SOLGEN)",Arnab Nandy ,7/28/2022 13:44,"Nandy, Arnab (SOLGEN)",2/3/2023 9:00,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 2,Build/Network,Delivery Team- Network Build
36,EP100086,GMCB,LMRN,Goderich Beat Site May Not Be ready For AD ,GMCB,UE Installation,PWA,Closed,"Watts, Andrew (SOLGEN)",Schedule,"Goderich Beat site proposed by Bell doesn't meet coverage requirements. In absense of an alternate site from Bell,  GMCB has proposed an alternate site / tower at the hospital that is expected to provide adequate coverage. While MOH (site owener) is aligned, and an apporval needs to obatained, a site inspection and site remediation is required for both internal and external environment.  With the normal turn-arund time required for SR apporval there is a high risk of the site not being ready for AD traget date of Dec 12, 2022.",0.7,Medium=2,Low=1,UE Installation,GMCB has intiated a Stuctrural Analysis (SA) study by Bell. SR process to be intiated in parallel in anticipation for site inspection and remediation work with a target to get an apporved SR by Sep 30.  SR apporval to be fast tracked.,"Mbolekwa, Piko (SOLGEN)",Arnab Nandy ,8/30/2022 15:38,"Nandy, Arnab (SOLGEN)",2/10/2023 17:36,"Atafo, Barbara (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 1,Build/Network,Delivery Team- Network Build
37,EP100086,GMCB,LMRN,Pending PCBA Solution Decison from MOH ,GMCB,Scheduling,PWA,Closed,"Watts, Andrew (SOLGEN)",Approvals and Agreements,"LMRN Contract defined a digital solution to replace current analog PCBA (Paramedic Call Back Alerting) solution used on GMCP across the Province of Ontario. However, an analysis of business requirements documented by MOH revealed that the P25 solution will not be able meet stated operational requirements, especially for North Zone and Far North  where the functionality is mostly required over multiple sites.  After requirements have been finalized, GMCB has accordingly proposed PCBA solution alternatives to MOH for which a decision is requred for the chosen altrenative.  PCBA design has a dependecy on finalization of Console Feeltmapping, UE and End User Training. MOH decison on the solution option is required to be able to finalize PCBA design by Mar 1, 2023. Any further dealy will impact SWZ Transiton Readiness deadline/s. Finalization of Far North design and sites (long lead time ietms)  is also dependent on PCBA Solution decision.",0.5,Medium=2,Low=1,Scheduling,"2023-02-01 : MOH has decideid to pursue an anolog solution for PCBA . Decision was provided by MOH on Jan 26, 2023.  As next steps a PCI will be logged to request an RFC for PCBA Design Chnage.  This RISK is being closed.   Escalation to get MOH management to make a decison by Jan 20, 2023.","Nandy, Arnab (SOLGEN)",Arnab Nandy ,1/13/2023 11:56,"Nandy, Arnab (SOLGEN)",2/1/2023 10:00,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 1,Build/Network,Delivery Team- Network Build
38,EP100086,GMCB,LMRN,B2B VPN - ITS resource engagement,GMCB,,PWA,Open,"Vertefeuille, Stephane (SOLGEN)",Resources,"BMR changed their solution/direction requires additional GMCB & BMR discussion. This will impact to delaying engagement of ITS resources. Due to unknown ITS engagement timelines, ITS resources may not be available when BMR/GMCB to move with B2B VPN solution and complete the implementation by May/June 2023.",0.4,Medium=2,Medium=2,,GMCB will be working with BMR to complete the solution and implementation per contract requirement. GMCB accept the risks assocaited with BMR delays and understands that delays could impact the availability of ITS resources.,"Dumanli, Hakan (SOLGEN)",,2/3/2023 13:51,"Dumanli, Hakan (SOLGEN)",2/3/2023 13:51,"Dumanli, Hakan (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 3,Build/Network,Delivery Team- Network Build
39,EP100086,GMCB,LMRN,Transportable Site Readiness,GMCB,,PWA,Open,"Haghiri, Mostafa (SOLGEN)",Planning,"Bell is to deliver Transportable Site deployment specific information to enable GMCB to develop Transportable Site Mobilization Process Guide to be ready for deployment when warranted and in alignemnt with Trnasition Readiness timelines.  GMCB plans to procure two (2) Transportable Sites for the LMRN network and as defined in the LMRN Contract. The timeline for readiness is aligned with SWZ Transition Readiness timelines.   Specifically as defined in SWZ ZIP : Transportable Radio Site Build activities completion: Mar 17, 2023  Site Substantial Completion :  May 31, 2023 - Jul 26, 2023  Site Substantial Completetion Acceptance  : Jul 7, 2023 to Aug 24, 2023",0.5,Medium=2,Medium=2,,"2023/03/03 - Bell deliverables have been requested by GMCB  and is pending. Bell has not dentified a PM/ technical resources who are able to provide th edeliverables requested.    To be escalated, as necessary.","Quinn, Christina (SOLGEN)",,3/3/2023 10:45,"Nandy, Arnab (SOLGEN)",3/3/2023 10:45,"Nandy, Arnab (SOLGEN)",PSRN WS-5 Stream Plan,PSRN.LMRN.WS-5,All,Level 3,Build/Network,Delivery Team- Network Build
